model_norm,week,weekly_avg_price,count,price_despiked,ma_price
Z7,2025-07-01,33000.0,1,33000.0,36536.80803528137
Z7,2025-07-22,34000.0,1,34000.0,36198.566963910525
Z7,2025-07-29,34000.0,2,34000.0,35905.42470205579
Z7,2025-08-05,33000.0,2,33000.0,35518.03474178168
Z7,2025-09-02,30000.0,1,30000.0,34782.29677621079
Z7,2025-11-11,32000.0,1,32000.0,34411.32387271601
Z7,2025-12-16,30000.0,1,30000.0,33823.147356353875
Z7,2025-12-23,30000.0,1,30000.0,33313.394375506694
Z7,2026-01-06,30000.0,1,30000.0,32871.60845877247
Z7II,2020-12-01,85986.66666666667,3,85986.66666666667,85986.66666666667
Z7II,2020-12-08,85980.0,1,85980.0,85985.77777777778
Z7II,2021-01-05,85290.0,3,85290.0,85893.00740740741
Z7II,2021-01-12,84990.0,4,84990.0,85772.6064197531
Z7II,2021-01-19,84990.0,4,84990.0,85668.25889711935
Z7II,2021-01-26,84500.0,1,84500.0,85512.4910441701
Z7II,2021-02-02,85330.0,3,85330.0,85488.15890494743
Z7II,2021-02-16,85500.0,3,85500.0,85489.7377176211
Z7II,2021-02-23,85500.0,1,85500.0,85491.10602193829
Z7II,2021-03-02,85200.0,5,85200.0,85452.29188567985
Z7II,2021-05-11,89980.0,1,89980.0,86055.98630092254
Z7II,2021-06-15,89000.0,1,89000.0,86448.52146079954
Z7II,2021-10-05,72500.0,2,72500.0,84588.7185993596
Z7II,2021-10-12,65000.0,1,65000.0,81976.88945277833
Z7II,2021-10-26,65000.0,1,65000.0,79713.30419240789
Z7II,2021-11-02,62000.0,1,62000.0,77351.53030008684
Z7II,2021-11-16,70000.0,1,70000.0,76371.32626007526
Z7II,2021-11-23,60600.0,5,60600.0,74268.4827587319
Z7II,2021-12-07,81500.0,1,81500.0,75232.68505756765
Z7II,2022-01-04,65000.0,1,65000.0,73868.32704989197
Z7II,2022-01-11,80500.0,2,80500.0,74752.55010990638
Z7II,2022-01-18,70000.0,1,70000.0,74118.87676191887
Z7II,2022-01-25,64500.0,2,64500.0,72836.35986032969
Z7II,2022-03-08,76633.0,3,76633.0,73342.57854561906
Z7II,2022-04-26,71000.0,1,71000.0,73030.23473953652
Z7II,2022-05-24,60000.0,1,60000.0,71292.87010759831
Z7II,2022-06-07,72500.0,2,72500.0,71453.82075991854
Z7II,2022-07-05,71500.0,2,71500.0,71459.97799192941
Z7II,2022-07-26,77000.0,1,77000.0,72198.64759300549
Z7II,2022-08-02,75000.0,1,75000.0,72572.16124727143
Z7II,2022-08-23,76000.0,1,76000.0,73029.20641430191
Z7II,2022-09-06,78000.0,1,78000.0,73691.97889239498
Z7II,2022-09-27,75000.0,1,75000.0,73866.38170674232
Z7II,2022-11-01,73000.0,1,73000.0,73750.86414584334
Z7II,2022-11-08,73000.0,1,73000.0,73650.74892639756
Z7II,2022-12-13,62500.0,2,74000.0,73697.31573621123
Z7II,2023-01-17,75000.0,1,75000.0,73871.00697138306
Z7II,2023-01-24,75000.0,1,75000.0,74021.53937519866
Z7II,2023-02-07,74000.0,1,74000.0,74018.6674585055
Z7II,2023-02-21,72000.0,2,72000.0,73749.51179737144
Z7II,2023-02-28,64333.333333333336,3,64333.333333333336,72494.0213354997
Z7II,2023-03-07,72000.0,1,72000.0,72428.15182409974
Z7II,2023-03-21,65000.0,4,65000.0,71437.73158088644
Z7II,2023-04-04,72000.0,1,72000.0,71512.70070343491
Z7II,2023-04-18,65000.0,1,65000.0,70644.3406096436
Z7II,2023-04-25,66500.0,4,66500.0,70091.76186169112
Z7II,2023-05-02,67000.0,1,67000.0,69679.52694679897
Z7II,2023-05-09,66000.0,4,66000.0,69188.92335389245
Z7II,2023-05-23,63250.0,8,63250.0,68397.0669067068
Z7II,2023-05-30,61980.0,5,61980.0,67541.45798581257
Z7II,2023-06-06,63666.666666666664,3,63666.666666666664,67024.81914325978
Z7II,2023-06-13,62625.0,8,62625.0,66438.17659082514
Z7II,2023-06-20,60500.0,2,60500.0,65646.41971204846
Z7II,2023-06-27,60000.0,1,60000.0,64893.563750442
Z7II,2023-07-04,59000.0,3,59000.0,64107.75525038307
Z7II,2023-07-11,58500.0,2,58500.0,63360.054550331995
Z7II,2023-07-18,60000.0,1,60000.0,62912.0472769544
Z7II,2023-08-08,60000.0,1,60000.0,62523.77430669381
Z7II,2023-08-15,60000.0,1,60000.0,62187.27106580131
Z7II,2023-09-05,60000.0,1,60000.0,61895.63492369447
Z7II,2023-09-12,60000.0,1,60000.0,61642.88360053521
Z7II,2023-09-26,62000.0,1,62000.0,61690.49912046385
Z7II,2023-10-03,60500.0,3,60500.0,61531.765904402004
Z7II,2023-10-10,57333.333333333336,3,60000.0,61327.53045048174
Z7II,2023-10-17,55100.0,5,60000.0,61150.52639041751
Z7II,2023-10-24,55500.0,2,60000.0,60997.122871695174
Z7II,2023-11-07,60500.0,4,60500.0,60930.839822135815
Z7II,2023-11-14,56000.0,1,56000.0,60273.394512517705
Z7II,2023-11-28,60200.0,5,60200.0,60263.60857751534
Z7II,2024-01-09,49900.0,1,49900.0,58881.794100513296
Z7II,2024-01-30,50000.0,1,50000.0,57697.554887111524
Z7II,2024-02-13,58000.0,1,58000.0,57737.88090216333
Z7II,2024-03-05,58500.0,1,58500.0,57839.496781874885
Z7II,2024-04-02,50000.0,1,50000.0,56794.23054429157
Z7II,2024-04-09,53000.0,1,53000.0,56288.33313838603
Z7II,2024-04-30,47000.0,1,47000.0,55049.888719934555
Z7II,2024-05-14,60000.0,1,60000.0,55709.903557276615
Z7II,2024-05-21,55000.0,1,55000.0,55615.24974963973
Z7II,2024-06-04,53000.0,2,53000.0,55266.5497830211
Z7II,2024-06-11,55000.0,1,55000.0,55231.009811951626
Z7II,2024-06-18,56625.0,4,56625.0,55416.87517035808
Z7II,2024-06-25,60000.0,1,60000.0,56027.958480977
Z7II,2024-07-02,60000.0,1,60000.0,56557.564016846736
Z7II,2024-07-16,58750.0,4,58750.0,56849.88881460051
Z7II,2024-07-30,60083.333333333336,6,60083.333333333336,57281.014750431554
Z7II,2024-08-13,48666.666666666664,3,48666.666666666664,56132.43500592957
Z7II,2024-08-20,53000.0,1,53000.0,55714.77700513896
Z7II,2024-08-27,50500.0,2,50500.0,55019.47340445377
Z7II,2024-09-03,49000.0,2,49000.0,54216.8769505266
Z7II,2024-09-10,47000.0,1,47000.0,53254.62669045639
Z7II,2024-09-24,44333.333333333336,3,44333.333333333336,52065.12090950665
Z7II,2024-10-01,50000.0,1,50000.0,51789.771454905764
Z7II,2024-10-08,52000.0,2,52000.0,51817.801927585
Z7II,2024-10-15,99999.0,3,52000.0,51842.09500390701
Z7II,2024-10-22,99999.0,1,50500.0,51663.149003386075
Z7II,2024-10-29,99999.0,1,50000.0,51441.395802934596
Z7II,2024-11-05,99999.0,1,50000.0,51249.20969587665
Z7II,2024-11-12,85666.0,3,50000.0,51082.648403093095
Z7II,2024-11-19,54000.0,1,54000.0,51471.628616014015
Z7II,2024-12-03,46000.0,1,46000.0,50742.078133878815
Z7II,2024-12-24,45000.0,2,45000.0,49976.46771602831
Z7II,2024-12-31,46000.0,1,46000.0,49446.27202055787
Z7II,2025-01-07,43500.0,2,43500.0,48653.43575115016
Z7II,2025-01-14,52333.333333333336,3,52333.333333333336,49144.08876210792
Z7II,2025-01-21,48000.0,1,48000.0,48991.543593826864
Z7II,2025-01-28,50000.0,1,50000.0,49126.00444798328
Z7II,2025-02-04,99999.0,1,48000.0,48975.87052158551
Z7II,2025-03-11,51333.333333333336,3,51333.333333333336,49290.19889648522
Z7II,2025-03-18,50000.0,1,50000.0,49384.83904362052
Z7II,2025-04-01,44000.0,1,44000.0,48666.86050447112
Z7II,2025-04-29,45000.0,1,45000.0,48177.94577054164
Z7II,2025-05-13,54500.0,2,54500.0,49020.886334469425
Z7II,2025-06-24,44250.0,2,44250.0,48384.76815654017
Z7II,2025-07-22,99999.0,2,50000.0,48600.13240233481
Z7II,2025-07-29,81666.0,3,50000.0,48786.78141535684
Z7II,2025-08-12,99999.0,1,46000.0,48415.21055997593
Z7II,2025-08-26,41000.0,1,41000.0,47426.51581864581
Z7II,2025-09-16,74499.5,2,45500.0,47169.647042826364
Z7II,2025-09-23,70999.5,2,45500.0,46947.02743711618
Z7II,2025-10-07,46000.0,1,46000.0,46820.75711216736
Z7II,2025-10-14,42000.0,1,42000.0,46177.98949721171
Z7II,2025-11-04,38000.0,1,38000.0,45087.59089758348
Z7II,2025-11-11,40000.0,1,40000.0,44409.245444572356
Z7II,2025-11-18,40000.0,1,40000.0,43821.34605196271
Z8,2023-05-23,121166.66666666667,3,121166.66666666667,121166.66666666667
Z8,2023-05-30,121000.0,1,121000.0,121144.44444444445
Z8,2023-06-27,120900.0,1,120900.0,121111.85185185187
Z8,2023-07-11,117000.0,1,117000.0,120563.60493827163
Z8,2023-07-25,120000.0,1,120000.0,120488.45761316875
Z8,2023-08-29,200000.0,1,118333.33333333333,120201.1077091907
Z8,2023-09-05,110000.0,2,110000.0,118840.96001463196
Z8,2023-09-19,118333.33333333333,3,118333.33333333333,118773.27645712548
Z8,2023-09-26,120240.0,5,120240.0,118968.83959617541
Z8,2023-10-03,118233.33333333333,6,118233.33333333333,118870.77209446313
Z8,2023-10-10,116280.0,5,116280.0,118525.33581520138
Z8,2023-10-17,111500.0,4,111500.0,117588.62437317453
Z8,2023-10-24,110000.0,2,110000.0,116576.80779008461
Z8,2023-11-07,102000.0,1,102000.0,114633.23341807333
Z8,2023-12-19,99333.33333333333,3,99333.33333333333,112593.24674010799
Z8,2023-12-26,109500.0,4,109500.0,112180.81384142693
Z8,2024-01-02,108500.0,2,108500.0,111690.03866257002
Z8,2024-01-09,109000.0,1,109000.0,111331.36684089401
Z8,2024-01-16,96600.0,5,96600.0,109367.18459544147
Z8,2024-01-23,100000.0,4,100000.0,108118.2266493826
Z8,2024-01-30,103000.0,7,103000.0,107435.79642946491
Z8,2024-02-06,100000.0,1,100000.0,106444.35690553626
Z8,2024-02-13,97500.0,6,97500.0,105251.77598479809
Z8,2024-02-27,99000.0,3,99000.0,104418.20585349169
Z8,2024-03-05,91250.0,4,91250.0,102662.44507302613
Z8,2024-03-19,90000.0,1,90000.0,100974.11906328931
Z8,2024-03-26,95000.0,1,95000.0,100177.56985485075
Z8,2024-04-02,95750.0,4,95750.0,99587.22720753732
Z8,2024-04-16,97000.0,2,97000.0,99242.26357986567
Z8,2024-05-07,87000.0,1,87000.0,97609.96176921691
Z8,2024-05-14,85000.0,1,94999.5,97261.900199988
Z8,2024-05-21,96000.0,1,96000.0,97093.6468399896
Z8,2024-05-28,90000.0,2,94999.5,96814.42726132432
Z8,2024-06-04,96000.0,1,96000.0,96705.83695981442
Z8,2024-06-18,88333.33333333333,3,94999.5,96478.32536517251
Z8,2024-06-25,94749.75,4,94749.75,96247.84864981618
Z8,2024-07-02,95000.0,1,95000.0,96081.4688298407
Z8,2024-07-09,94999.5,2,94999.5,95937.20631919528
Z8,2024-07-16,94600.0,5,94600.0,95758.91214330257
Z8,2024-07-23,95000.0,5,95000.0,95657.72385752891
Z8,2024-07-30,92666.66666666667,3,92666.66666666667,95258.91623208062
Z8,2024-08-06,87333.33333333333,3,87333.33333333333,94202.17184558098
Z8,2024-08-13,90000.0,4,90000.0,93641.88226617019
Z8,2024-08-27,90000.0,2,90000.0,93156.29796401416
Z8,2024-09-03,90000.0,1,90000.0,92735.45823547895
Z8,2024-09-10,91500.0,2,91500.0,92570.73047074843
Z8,2024-09-17,91750.0,4,91750.0,92461.2997413153
Z8,2024-09-24,90000.0,1,90000.0,92133.12644247327
Z8,2024-10-01,100000.0,1,90000.0,91848.70958347683
Z8,2024-10-08,96000.0,2,96000.0,92402.21497234658
Z8,2024-10-15,96000.0,2,96000.0,92881.91964270038
Z8,2024-10-29,93444.0,2,93444.0,92956.86369034032
Z8,2024-11-05,91000.0,1,91000.0,92695.94853162828
Z8,2024-11-19,90000.0,1,90000.0,92336.48872741118
Z8,2024-12-03,87500.0,2,87500.0,91691.62356375637
Z8,2024-12-31,81500.0,2,81500.0,90332.7404219222
Z8,2025-01-14,86300.0,2,86300.0,89795.04169899924
Z8,2025-01-21,89000.0,2,89000.0,89689.03613913267
Z8,2025-02-11,84000.0,1,84000.0,88930.49798724832
Z8,2025-02-25,83500.0,4,83500.0,88206.43158894854
Z8,2025-03-11,86000.0,1,86000.0,87912.24071042208
Z8,2025-03-18,88663.33333333333,3,88663.33333333333,88012.38639347692
Z8,2025-03-25,90999.75,4,90999.75,88410.70154101333
Z8,2025-04-08,83750.0,4,83750.0,87789.27466887824
Z8,2025-04-15,82500.0,2,82500.0,87084.03804636114
Z8,2025-04-22,84000.0,3,84000.0,86672.83297351298
Z8,2025-04-29,82700.0,5,82700.0,86143.12191037793
Z8,2025-05-06,80600.0,5,80600.0,85404.03898899422
Z8,2025-05-13,81000.0,2,81000.0,84816.83379046166
Z8,2025-05-20,77000.0,1,77000.0,83774.58928506679
Z8,2025-05-27,81000.0,4,81000.0,83404.64404705788
Z8,2025-06-03,77666.66666666667,3,80600.0,83030.69150745017
Z8,2025-06-10,81000.0,2,81000.0,82759.93263979016
Z8,2025-06-17,78000.0,2,78000.0,82125.2749544848
Z8,2025-07-08,80000.0,2,80000.0,81841.90496055351
Z8,2025-07-15,81000.0,2,81000.0,81729.65096581304
Z8,2025-07-22,80000.0,1,80000.0,81499.03083703798
Z8,2025-07-29,80000.0,2,80000.0,81299.16005876625
Z8,2025-08-05,80000.0,3,80000.0,81125.93871759743
Z8,2025-08-19,78000.0,1,78000.0,80709.14688858444
Z8,2025-08-26,84500.0,1,84500.0,81214.59397010652
Z8,2025-09-02,78250.0,4,78250.0,80819.31477409232
Z8,2025-09-09,73250.0,4,73250.0,79810.07280421334
Z8,2025-09-16,75000.0,1,75000.0,79168.72976365156
Z8,2025-09-23,79250.0,2,79250.0,79179.56579516469
Z8,2025-09-30,99999.0,1,78250.0,79055.62368914273
Z8,2025-10-07,70000.0,1,70000.0,77848.20719725703
Z8,2025-10-21,79833.33333333333,3,79833.33333333333,78112.8906820672
Z8,2025-10-28,70000.0,1,70000.0,77031.17192445823
Z8,2025-11-04,81750.0,2,81750.0,77660.34900119714
Z8,2025-11-18,78000.0,2,78000.0,77705.63580103753
Z8,2025-11-25,74000.0,2,74000.0,77211.55102756586
Z8,2025-12-16,81000.0,2,81000.0,77716.67755722375
Z9,2021-12-28,165000.0,1,165000.0,165000.0
Z9,2022-01-04,173333.33333333334,3,173333.33333333334,166111.11111111112
Z9,2022-02-22,165000.0,1,165000.0,165962.96296296298
Z9,2022-03-08,210000.0,3,171000.0,166634.56790123458
Z9,2022-03-22,192000.0,1,192000.0,170016.6255144033
Z9,2022-04-05,165000.0,1,165000.0,169347.74211248287
Z9,2022-07-26,175000.0,2,175000.0,170101.37649748518
Z9,2022-08-02,170000.0,1,170000.0,170087.8596311538
Z9,2022-08-09,176000.0,1,176000.0,170876.14501366662
Z9,2022-08-16,171000.0,2,171000.0,170892.6590118444
Z9,2022-09-06,161500.0,4,161500.0,169640.30447693184
Z9,2022-09-13,160000.0,2,160000.0,168354.93054667427
Z9,2022-09-20,158500.0,4,158500.0,167040.9398071177
Z9,2022-09-27,151250.0,4,151250.0,164935.48116616867
Z9,2022-10-04,139000.0,1,139000.0,161477.41701067952
Z9,2022-10-18,150000.0,1,150000.0,159947.09474258893
Z9,2022-11-08,165000.0,3,165000.0,160620.81544357707
Z9,2022-11-15,160000.0,1,160000.0,160538.04005110014
Z9,2022-11-22,160000.0,1,160000.0,160466.30137762014
Z9,2022-12-06,160000.0,1,160000.0,160404.12786060415
Z9,2022-12-13,150000.0,1,150000.0,159016.9108125236
Z9,2022-12-20,160000.0,1,160000.0,159147.9893708538
Z9,2023-01-03,99999.0,1,150000.0,157928.25745473994
Z9,2023-01-17,150000.0,1,150000.0,156871.15646077463
Z9,2023-01-24,151666.66666666666,3,151666.66666666666,156177.2244882269
Z9,2023-02-07,149000.0,1,149000.0,155220.26122313
Z9,2023-02-28,145000.0,2,145000.0,153857.55972671267
Z9,2023-03-14,145666.66666666666,3,145666.66666666666,152765.44065203986
Z9,2023-03-28,145000.0,1,145000.0,151730.04856510123
Z9,2023-04-04,125000.0,2,125000.0,148166.0420897544
Z9,2023-04-25,139000.0,1,139000.0,146943.90314445383
Z9,2023-05-09,128333.33333333333,3,128333.33333333333,144462.49383630443
Z9,2023-05-16,140000.0,5,140000.0,143867.4946581305
Z9,2023-05-23,132166.66666666666,6,132166.66666666666,142307.38425926867
Z9,2023-06-06,140000.0,1,140000.0,141999.73302469953
Z9,2023-06-20,130000.0,1,130000.0,140399.76862140626
Z9,2023-06-27,126666.66666666667,3,126666.66666666667,138568.6883607743
Z9,2023-08-08,125000.0,1,125000.0,136759.52991267107
Z9,2023-08-15,130000.0,1,130000.0,135858.25925764826
Z9,2023-08-29,140000.0,2,140000.0,136410.49135662848
Z9,2023-09-05,136500.0,6,136500.0,136422.42584241135
Z9,2023-09-12,108000.0,1,108000.0,132632.76906342315
Z9,2023-09-19,130000.0,1,130000.0,132281.73318830007
Z9,2023-10-03,113333.0,3,113333.0,129755.23542986007
Z9,2023-10-17,130000.0,1,130000.0,129787.87070587873
Z9,2023-10-24,125000.0,1,125000.0,129149.48794509491
Z9,2023-11-07,125000.0,3,125000.0,128596.22288574892
Z9,2023-12-12,130000.0,1,130000.0,128783.39316764906
Z9,2023-12-19,129500.0,4,129500.0,128878.94074529585
Z9,2023-12-26,125000.0,3,125000.0,128361.74864592309
Z9,2024-01-16,120000.0,1,120000.0,127246.84882646668
Z9,2024-01-30,146000.0,1,146000.0,129747.26898293779
Z9,2024-02-06,100000.0,1,123000.0,128847.63311854609
Z9,2024-02-20,112500.0,2,112500.0,126667.94870273994
Z9,2024-03-05,123000.0,3,123000.0,126178.88887570795
Z9,2024-06-04,123000.0,1,123000.0,125755.03702561356
Z9,2024-06-11,116000.0,1,116000.0,124454.36542219843
Z9,2024-09-03,118000.0,1,118000.0,123593.78336590531
Z9,2024-09-10,102499.5,2,102499.5,120781.21225045128
Z9,2024-09-24,118000.0,1,118000.0,120410.38395039111
Z9,2024-10-08,130000.0,2,130000.0,121688.9994236723
Z9,2024-10-15,122000.0,3,122000.0,121730.46616718266
Z9,2024-10-22,120000.0,1,120000.0,121499.73734489165
Z9,2024-11-05,115000.0,1,115000.0,120633.10569890609
Z9,2024-11-12,110000.0,1,110000.0,119215.35827238529
Z9,2024-11-19,114000.0,4,114000.0,118519.97716940059
Z9,2024-11-26,110000.0,1,110000.0,117383.98021348052
Z9,2024-12-03,107500.0,2,107500.0,116066.11618501645
Z9,2024-12-17,103000.0,1,103000.0,114323.96736034758
Z9,2025-02-11,116500.0,2,116500.0,114614.10504563457
Z9,2025-02-18,110000.0,3,110000.0,113998.89103954997
Z9,2025-02-25,108000.0,1,108000.0,113199.03890094331
Z9,2025-03-04,110000.0,1,110000.0,112772.50038081754
Z9,2025-03-11,105000.0,2,105000.0,111736.16699670853
Z9,2025-03-18,111666.66666666667,3,111666.66666666667,111726.90028603628
Z9,2025-04-01,103333.33333333333,3,103333.33333333333,110607.7580256759
Z9,2025-04-08,100000.0,2,100000.0,109193.39028891911
Z9,2025-04-15,94000.0,2,94000.0,107167.60491706323
Z9,2025-04-22,95000.0,1,95000.0,105545.25759478814
Z9,2025-04-29,100000.0,1,100000.0,104805.88991548306
Z9,2025-05-06,94333.33333333333,3,94333.33333333333,103409.54903786311
Z9,2025-05-27,93000.0,2,93000.0,102021.60916614803
Z9,2025-07-01,99000.0,1,99000.0,101618.72794399496
Z9,2025-07-15,105000.0,1,95000.0,100736.23088479564
Z9,2025-07-22,95000.0,1,95000.0,99971.40010015623
Z9,2025-08-19,95000.0,1,95000.0,99308.54675346873
Z9,2025-09-23,86000.0,1,95000.0,98734.07385300624
Z9,2025-09-30,96000.0,1,96000.0,98369.53067260541
Z9,2025-10-14,96000.0,1,96000.0,98053.59324959136
Z9,2025-10-21,96000.0,1,96000.0,97779.78081631252
Z9,2025-10-28,95000.0,2,95000.0,97409.14337413752
Z9,2025-11-04,95000.0,1,95000.0,97087.92425758587
Z9,2025-11-18,93000.0,2,93000.0,96542.86768990775
Z9,2025-11-25,92500.0,2,92500.0,96003.81866458672
Z9,2025-12-02,90000.0,2,95000.0,95869.97617597517
Z9,2025-12-30,90000.0,2,95000.0,95753.97935251183
